1,441,0,0,6,28,0,0,4,50,58,56,0,11,11,381,7,50,0,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,9,0,0,0
6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,0,0,0
7,9,0,0,0,0,0,0,24,0,101,4,2,0,0,14,0,77,0,3,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,0,0,0,0
10,22,2,2,6,7,3,0,9,1,111,0,28,0,3,432,0,383,0,12,0
11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
15,1,0,0,0,1,0,0,6,0,41,4,0,0,5,81,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0
18,0,0,0,0,98,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0
19,58,0,0,0,17,0,0,0,0,0,0,0,0,85,767,6,11,0,7,3
20,6,0,1,2,0,0,0,0,0,0,0,0,0,32,78,0,7,0,2,2
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,964,0,0,0,32,0,36,0,134,35,50,0,6,242,593,0,0,0,20,7
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24,0,0,0,1,0,0,0,1,3,0,0,0,0,16,0,0,0,0,0
27,15,0,0,0,0,0,0,1,0,42,0,6,0,0,68,0,20,0,3,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,47,0,5,3
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,26,0,0,0,1,0,0,36,4,95,14,2,1,0,10,0,63,18,2,0
34,20,0,0,0,3,0,0,63,0,106,58,414,0,2,726,0,78,7,7,0
35,0,0,0,0,0,0,0,26,0,0,18,0,0,0,0,0,0,0,0,0
36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,20,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0
41,1,0,0,0,0,0,0,16,16,42,0,0,0,36,129,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,5,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
46,30,0,0,1,0,0,1,1,0,28,7,0,0,7,89,8,3,0,0,0
47,40,11,12,3,3,1,0,13,14,58,37,4,0,45,527,0,6,4,3,0
48,44,0,0,0,5,0,0,18,8,47,0,0,0,25,54,0,1,0,0,0
49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0
50,2,0,0,0,0,0,0,2,0,0,1,12,0,0,2,0,1,0,0,0